Stn Id,Stn Name,CIMIS Region,Date,Hour (PST),Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Vap Pres (kPa),qc,Air Temp (C),qc,Rel Hum (%),qc,Dew Point (C),qc,Wind Speed (m/s),qc,Wind Dir (0-360),qc,Soil Temp (C),qc
214,Salinas South II,Monterey Bay,2/13/2019,0100,044,0.07, ,0.00, ,0, ,0.8, ,13.3, ,54, ,4.2, ,4.9, ,140, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,0200,044,0.09, ,0.00, ,0, ,0.8, ,13.5, ,52, ,3.8, ,5.8, ,141, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,0300,044,0.08, ,0.00, ,0, ,0.8, ,13.2, ,54, ,4.0, ,5.0, ,138, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,0400,044,0.08, ,0.00, ,0, ,0.8, ,13.3, ,51, ,3.4, ,5.1, ,130, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,0500,044,0.07, ,0.00, ,0, ,0.8, ,12.1, ,57, ,3.8, ,5.3, ,133, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,0600,044,0.05, ,0.60, ,0, ,0.9, ,10.6, ,67, ,4.8, ,5.7, ,130, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,0700,044,0.04, ,0.10, ,0, ,0.9, ,10.3, ,69, ,4.9, ,5.3, ,134, ,9.4,R
214,Salinas South II,Monterey Bay,2/13/2019,0800,044,0.04, ,0.00, ,34, ,0.9, ,9.5, ,76, ,5.5, ,4.7, ,145, ,9.3,R
214,Salinas South II,Monterey Bay,2/13/2019,0900,044,0.06, ,0.00, ,109, ,1.0, ,9.4, ,83, ,6.6, ,4.4, ,147, ,9.3,R
214,Salinas South II,Monterey Bay,2/13/2019,1000,044,0.09, ,0.00, ,173, ,1.1, ,10.4, ,85, ,8.0, ,4.8, ,149, ,9.3,R
214,Salinas South II,Monterey Bay,2/13/2019,1100,044,0.14, ,0.10, ,282, ,1.2, ,11.6, ,89, ,9.8, ,4.7, ,150, ,9.3,R
214,Salinas South II,Monterey Bay,2/13/2019,1200,044,0.22, ,0.00, ,392, ,1.3, ,13.5, ,87, ,11.3, ,4.6, ,155, ,9.4,R
214,Salinas South II,Monterey Bay,2/13/2019,1300,044,0.19, ,0.00, ,308, ,1.4, ,15.5, ,80, ,12.0, ,4.6, ,150, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,1400,044,0.17, ,0.00, ,264, ,1.5, ,16.8, ,76, ,12.6, ,4.2, ,152, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,1500,044,0.05, ,0.00, ,85, ,1.5, ,17.2, ,75, ,12.8, ,3.4, ,153, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,1600,044,0.08, ,0.00, ,111, ,1.5, ,18.2, ,71, ,12.9, ,3.1, ,141, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,1700,044,0.06, ,0.00, ,67, ,1.5, ,18.1, ,72, ,13.0, ,3.0, ,146, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,1800,044,0.04, ,0.00, ,12, ,1.5, ,17.2, ,76, ,12.8, ,3.4, ,150, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,1900,044,0.02, ,0.00, ,0, ,1.5, ,16.6, ,79, ,12.9, ,3.6, ,148, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,2000,044,0.02, ,0.00, ,0, ,1.5, ,16.4, ,80, ,13.0, ,3.4, ,150, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,2100,044,0.02,Y,0.00, ,0, ,1.5, ,16.7,Y,79,Y,13.1,Y,3.7, ,144, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,2200,044,0.03,Y,0.00, ,0, ,1.5, ,17.1,Y,78,Y,13.2,Y,4.0, ,144, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,2300,044,0.03,Y,0.00, ,0, ,1.5, ,17.5,Y,76,Y,13.3,Y,4.1, ,142, ,,S
214,Salinas South II,Monterey Bay,2/13/2019,2400,044,0.03,Y,0.00, ,0, ,1.5, ,17.5,Y,77,Y,13.4,Y,3.8, ,145, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,0100,045,0.02,Y,0.00, ,0, ,1.5, ,17.6,Y,77,Y,13.5,Y,3.9, ,143, ,11.0,R
214,Salinas South II,Monterey Bay,2/14/2019,0200,045,0.02,Y,0.30, ,0, ,1.6, ,17.6,Y,79,Y,13.8,Y,4.3, ,138, ,11.1,R
214,Salinas South II,Monterey Bay,2/14/2019,0300,045,0.02,Y,0.00, ,0, ,1.6, ,17.9,Y,77,Y,13.8,Y,4.0, ,139, ,11.2,R
214,Salinas South II,Monterey Bay,2/14/2019,0400,045,0.00,Y,1.00, ,0, ,1.7, ,17.1,Y,85,Y,14.5,Y,4.3, ,140, ,11.2,Y
214,Salinas South II,Monterey Bay,2/14/2019,0500,045,0.00,Y,0.00, ,0, ,1.7, ,16.1,Y,92,Y,14.7,Y,2.1, ,146, ,11.3,Y
214,Salinas South II,Monterey Bay,2/14/2019,0600,045,0.00,Y,0.50, ,0, ,1.7, ,16.0,Y,92,Y,14.7,Y,1.2, ,146, ,11.4,Y
214,Salinas South II,Monterey Bay,2/14/2019,0700,045,0.00,Y,0.00, ,0, ,1.6, ,15.8,Y,89,Y,14.0,Y,1.2, ,318, ,11.5,Y
214,Salinas South II,Monterey Bay,2/14/2019,0800,045,0.00, ,0.00, ,10, ,1.5, ,14.2, ,91, ,12.7, ,3.1, ,348, ,11.5,Y
214,Salinas South II,Monterey Bay,2/14/2019,0900,045,0.10, ,0.00, ,203, ,1.4, ,14.4, ,87, ,12.3, ,2.3, ,346, ,11.5,Y
214,Salinas South II,Monterey Bay,2/14/2019,1000,045,0.24, ,0.00, ,436, ,1.4, ,16.0, ,79, ,12.4, ,2.3, ,335, ,11.5,Y
214,Salinas South II,Monterey Bay,2/14/2019,1100,045,0.11, ,1.10, ,222, ,1.3, ,14.2, ,83, ,11.4, ,2.8, ,273, ,11.6,Y
214,Salinas South II,Monterey Bay,2/14/2019,1200,045,0.16, ,1.90, ,298, ,1.2, ,13.6, ,79, ,10.0, ,3.1, ,254, ,11.6,Y
214,Salinas South II,Monterey Bay,2/14/2019,1300,045,0.39, ,0.00, ,684, ,1.2, ,15.6, ,68, ,9.7, ,2.5, ,244, ,11.6,Y
214,Salinas South II,Monterey Bay,2/14/2019,1400,045,0.17, ,0.00, ,319, ,1.2, ,13.2, ,78, ,9.4, ,2.9, ,278, ,11.6,Y
214,Salinas South II,Monterey Bay,2/14/2019,1500,045,0.13, ,0.00, ,232, ,1.2, ,13.0, ,78, ,9.3, ,2.9, ,289, ,11.6,R
214,Salinas South II,Monterey Bay,2/14/2019,1600,045,0.18, ,0.00, ,347, ,1.2, ,13.0, ,77, ,9.1, ,2.8, ,280, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,1700,045,0.08, ,0.00, ,241, ,1.2, ,13.0, ,77, ,9.1, ,2.5, ,277, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,1800,045,0.00, ,0.00, ,29, ,1.1, ,12.1, ,78, ,8.4, ,1.7, ,277, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,1900,045,0.00, ,0.00, ,0, ,1.1, ,11.0, ,80, ,7.7, ,0.7, ,287, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,2000,045,0.00, ,0.00, ,0, ,1.0, ,10.9, ,76, ,6.7, ,0.5, ,259, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,2100,045,0.00, ,0.00, ,0, ,0.9, ,10.8, ,72, ,5.9, ,0.9, ,226, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,2200,045,0.00, ,0.00, ,0, ,1.0, ,9.9, ,78, ,6.2, ,0.9, ,170, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,2300,045,0.00, ,0.00, ,0, ,0.9, ,8.7, ,84, ,6.2, ,0.9, ,111, ,,S
214,Salinas South II,Monterey Bay,2/14/2019,2400,045,0.00, ,0.00, ,0, ,0.9, ,9.6, ,76, ,5.6, ,1.6, ,129, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,0100,046,0.00, ,0.00, ,0, ,0.9, ,9.6, ,77, ,5.7, ,1.7, ,143, ,11.2,R
214,Salinas South II,Monterey Bay,2/15/2019,0200,046,0.00, ,1.30, ,0, ,1.0, ,9.4, ,81, ,6.4, ,1.3, ,185, ,11.1,R
214,Salinas South II,Monterey Bay,2/15/2019,0300,046,0.00, ,2.00, ,0, ,1.0, ,8.9, ,91, ,7.5, ,0.7, ,89, ,11.0,R
214,Salinas South II,Monterey Bay,2/15/2019,0400,046,0.00, ,0.70, ,0, ,1.1, ,9.0, ,93, ,7.9, ,1.0, ,122, ,11.0,R
214,Salinas South II,Monterey Bay,2/15/2019,0500,046,0.00, ,0.00, ,0, ,1.0, ,9.1, ,90, ,7.6, ,0.9, ,141, ,10.9,R
214,Salinas South II,Monterey Bay,2/15/2019,0600,046,0.00, ,0.70, ,0, ,1.1, ,8.8, ,93, ,7.7, ,1.4, ,162, ,10.9,R
214,Salinas South II,Monterey Bay,2/15/2019,0700,046,0.00, ,0.90, ,0, ,1.0, ,8.7, ,92, ,7.6, ,0.7, ,244, ,10.8,Y
214,Salinas South II,Monterey Bay,2/15/2019,0800,046,0.00, ,0.10, ,25, ,1.0, ,8.8, ,93, ,7.6, ,0.8, ,101, ,10.8,Y
214,Salinas South II,Monterey Bay,2/15/2019,0900,046,0.10, ,0.00, ,234, ,1.1, ,10.5, ,83, ,7.7, ,0.8, ,93, ,10.8,Y
214,Salinas South II,Monterey Bay,2/15/2019,1000,046,0.11, ,0.10, ,236, ,1.0, ,11.8, ,71, ,6.6, ,1.1, ,239, ,10.7,Y
214,Salinas South II,Monterey Bay,2/15/2019,1100,046,0.10, ,0.30, ,227, ,1.0, ,10.2, ,81, ,7.1, ,2.0, ,309, ,10.7,Y
214,Salinas South II,Monterey Bay,2/15/2019,1200,046,0.20, ,0.00, ,373, ,1.0, ,12.1, ,72, ,7.2, ,1.8, ,294, ,10.8,Y
214,Salinas South II,Monterey Bay,2/15/2019,1300,046,0.17, ,0.00, ,316, ,0.9, ,11.7, ,65, ,5.3, ,2.2, ,290, ,10.8,R
214,Salinas South II,Monterey Bay,2/15/2019,1400,046,0.13,Y,0.00, ,267, ,0.9, ,11.6,Y,66,Y,5.4,Y,0.8, ,233, ,10.8,R
214,Salinas South II,Monterey Bay,2/15/2019,1500,046,0.10, ,0.00, ,211, ,0.9, ,12.1, ,66, ,5.9, ,0.6, ,208, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,1600,046,0.06, ,0.00, ,107, ,0.9, ,11.5, ,64, ,4.9, ,1.6, ,266, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,1700,046,0.03, ,0.00, ,66, ,0.9, ,10.9, ,66, ,4.8, ,0.8, ,260, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,1800,046,0.00,R,4.30, ,3, ,0.9, ,7.6,R,89,R,5.9,R,2.1, ,314, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,1900,046,0.00,R,0.00, ,0, ,0.9, ,7.7,R,84,R,5.2,R,0.8, ,354, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,2000,046,0.00,R,0.00, ,0, ,0.9, ,6.9,R,86,R,4.8,R,1.2, ,23, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,2100,046,0.00,R,0.30, ,0, ,0.9, ,7.0,R,89,R,5.3,R,0.6, ,61, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,2200,046,0.00,Y,0.00, ,0, ,0.9, ,6.8,Y,91,Y,5.4,Y,0.6, ,126, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,2300,046,0.00,Y,0.00, ,0, ,0.9, ,6.7,Y,93,Y,5.6,Y,0.8, ,144, ,,S
214,Salinas South II,Monterey Bay,2/15/2019,2400,046,0.00,Y,1.50, ,0, ,0.9, ,6.5,Y,93,Y,5.5,Y,0.8, ,136, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,0100,047,0.00, ,0.40, ,0, ,0.9, ,6.5, ,94, ,5.7, ,1.5, ,148, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,0200,047,0.00, ,0.10, ,0, ,0.9, ,6.3, ,93, ,5.2, ,1.9, ,135, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,0300,047,0.00, ,1.80, ,0, ,0.9, ,6.4, ,92, ,5.2, ,1.7, ,128, ,10.3,R
214,Salinas South II,Monterey Bay,2/16/2019,0400,047,0.00, ,1.20, ,0, ,0.9, ,6.3, ,93, ,5.2, ,1.9, ,155, ,10.3,R
214,Salinas South II,Monterey Bay,2/16/2019,0500,047,0.00, ,0.00, ,0, ,0.9, ,5.8, ,94, ,4.9, ,1.5, ,130, ,10.2,R
214,Salinas South II,Monterey Bay,2/16/2019,0600,047,0.00, ,0.30, ,0, ,0.9, ,5.8, ,95, ,5.0, ,1.7, ,150, ,10.1,R
214,Salinas South II,Monterey Bay,2/16/2019,0700,047,0.00, ,0.30, ,1, ,0.9, ,5.5, ,95, ,4.8, ,1.7, ,136, ,10.0,R
214,Salinas South II,Monterey Bay,2/16/2019,0800,047,0.02, ,0.00, ,54, ,0.9, ,5.9, ,94, ,5.1, ,1.7, ,133, ,10.0,R
214,Salinas South II,Monterey Bay,2/16/2019,0900,047,0.04, ,0.00, ,124, ,0.9, ,6.8, ,93, ,5.7, ,1.5, ,130, ,9.9,R
214,Salinas South II,Monterey Bay,2/16/2019,1000,047,0.17, ,0.00, ,376, ,1.0, ,8.8, ,86, ,6.6, ,1.3, ,140, ,9.9,R
214,Salinas South II,Monterey Bay,2/16/2019,1100,047,0.25, ,0.00, ,509, ,1.0, ,10.7, ,77, ,6.8, ,0.7, ,234, ,9.9,R
214,Salinas South II,Monterey Bay,2/16/2019,1200,047,0.29, ,0.00, ,528, ,1.0, ,12.1, ,68, ,6.3, ,1.4, ,300, ,9.9,R
214,Salinas South II,Monterey Bay,2/16/2019,1300,047,0.28, ,0.00, ,479, ,0.9, ,12.1, ,63, ,5.4, ,2.7, ,308, ,10.0,R
214,Salinas South II,Monterey Bay,2/16/2019,1400,047,0.26, ,0.00, ,432, ,0.9, ,12.2, ,67, ,6.2, ,3.2, ,305, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,1500,047,0.27, ,0.00, ,440, ,0.9, ,12.7, ,61, ,5.4, ,3.5, ,295, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,1600,047,0.07,Y,0.30, ,135, ,1.0, ,10.4,Y,76,Y,6.3,Y,2.9, ,297, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,1700,047,0.04,Y,0.10, ,90, ,1.0, ,9.7,Y,85,Y,7.2,Y,2.5, ,284, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,1800,047,0.02,Y,0.00, ,37, ,1.0, ,9.8,Y,81,Y,6.6,Y,2.3, ,282, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,1900,047,0.00,Y,0.00, ,0, ,1.0, ,9.0,Y,84,Y,6.5,Y,2.1, ,283, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,2000,047,0.00,Y,0.60, ,0, ,0.9, ,8.0,Y,85,Y,5.7,Y,1.6, ,290, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,2100,047,0.00,Y,0.00, ,0, ,0.9, ,7.8,Y,84,Y,5.4,Y,1.9, ,323, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,2200,047,0.00,Y,0.30, ,0, ,0.9, ,7.1,Y,85,Y,4.8,Y,1.3, ,315, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,2300,047,0.00,Y,0.00, ,0, ,0.8, ,6.3,Y,89,Y,4.5,Y,0.8, ,327, ,,S
214,Salinas South II,Monterey Bay,2/16/2019,2400,047,0.00, ,0.00, ,0, ,0.8, ,6.6, ,86, ,4.5, ,1.6, ,273, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,0100,048,0.00, ,0.00, ,0, ,0.8, ,5.8, ,90, ,4.2, ,1.0, ,346, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,0200,048,0.00,Y,0.00, ,0, ,0.8, ,4.7,Y,92,Y,3.6,Y,0.9, ,78, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,0300,048,0.00, ,0.00, ,0, ,0.8, ,4.5, ,93, ,3.5, ,1.1, ,94, ,10.0,R
214,Salinas South II,Monterey Bay,2/17/2019,0400,048,0.00, ,0.40, ,0, ,0.8, ,5.2, ,91, ,4.0, ,1.8, ,132, ,9.9,R
214,Salinas South II,Monterey Bay,2/17/2019,0500,048,0.00, ,2.20, ,0, ,0.8, ,5.8, ,92, ,4.5, ,1.5, ,130, ,9.8,R
214,Salinas South II,Monterey Bay,2/17/2019,0600,048,0.00, ,2.30, ,0, ,0.9, ,5.8, ,93, ,4.8, ,1.9, ,132, ,9.7,R
214,Salinas South II,Monterey Bay,2/17/2019,0700,048,0.00, ,0.80, ,0, ,0.9, ,5.5, ,95, ,4.7, ,1.9, ,142, ,9.6,R
214,Salinas South II,Monterey Bay,2/17/2019,0800,048,0.00, ,0.50, ,17, ,0.9, ,5.6, ,95, ,4.9, ,1.5, ,144, ,9.5,R
214,Salinas South II,Monterey Bay,2/17/2019,0900,048,0.05, ,0.20, ,159, ,0.9, ,6.1, ,94, ,5.2, ,1.3, ,141, ,9.5,R
214,Salinas South II,Monterey Bay,2/17/2019,1000,048,0.18, ,0.00, ,419, ,1.0, ,8.2, ,88, ,6.4, ,0.7, ,82, ,9.4,R
214,Salinas South II,Monterey Bay,2/17/2019,1100,048,0.28, ,0.00, ,575, ,0.9, ,10.5, ,74, ,6.0, ,1.2, ,335, ,9.4,R
214,Salinas South II,Monterey Bay,2/17/2019,1200,048,0.29, ,0.00, ,496, ,0.8, ,11.3, ,63, ,4.4, ,2.9, ,313, ,9.5,R
214,Salinas South II,Monterey Bay,2/17/2019,1300,048,0.35, ,0.00, ,582, ,0.8, ,12.0, ,59, ,4.3, ,3.2, ,300, ,9.5,R
214,Salinas South II,Monterey Bay,2/17/2019,1400,048,0.38,Y,0.00, ,635, ,0.8, ,12.0,Y,59,Y,4.2,Y,4.0, ,298, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,1500,048,0.39, ,0.00, ,688,Y,0.8, ,12.4, ,56, ,3.8, ,3.7, ,305, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,1600,048,0.26, ,0.00, ,483,Y,0.8, ,12.1, ,57, ,3.9, ,3.8, ,298, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,1700,048,0.13, ,0.00, ,232, ,0.8, ,11.2, ,59, ,3.6, ,3.8, ,300, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,1800,048,0.03,Y,0.00, ,35, ,0.8, ,9.9,Y,63,Y,3.1,Y,3.1, ,299, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,1900,048,0.00,Y,0.00, ,0, ,0.8, ,8.4,Y,71,Y,3.4,Y,2.2, ,296, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,2000,048,0.00,R,0.00, ,0, ,0.8, ,7.2,R,74,R,2.9,R,1.1, ,345, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,2100,048,0.00,R,0.00, ,0, ,0.8, ,6.2,R,79,R,2.9,R,0.6, ,303, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,2200,048,0.00,Y,0.00, ,0, ,0.8, ,6.1,Y,83,Y,3.4,Y,0.7, ,273, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,2300,048,0.00,Y,0.00, ,0, ,0.8, ,5.4,Y,84,Y,3.0,Y,0.7, ,65, ,,S
214,Salinas South II,Monterey Bay,2/17/2019,2400,048,0.00,Y,0.00, ,0, ,0.7, ,4.1,Y,89,Y,2.4,Y,0.7, ,73, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,0100,049,0.00,Y,0.00, ,0, ,0.7, ,3.5,Y,90,Y,2.0,Y,0.8, ,68, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,0200,049,0.00,Y,0.00, ,0, ,0.7, ,3.5,Y,88,Y,1.8,Y,0.8, ,80, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,0300,049,0.00,Y,0.00, ,0, ,0.7, ,3.0,Y,91,Y,1.6,Y,0.6, ,178, ,9.5,R
214,Salinas South II,Monterey Bay,2/18/2019,0400,049,0.00,Y,0.00, ,0, ,0.7, ,2.5,Y,92,Y,1.3,Y,0.6, ,101, ,9.4,R
214,Salinas South II,Monterey Bay,2/18/2019,0500,049,0.00,Y,0.00, ,0, ,0.7, ,2.4,Y,91,Y,1.1,Y,0.6, ,133, ,9.3,R
214,Salinas South II,Monterey Bay,2/18/2019,0600,049,0.00,Y,0.00, ,0, ,0.6, ,1.5,Y,93,Y,0.4,Y,0.5, ,59, ,9.2,R
214,Salinas South II,Monterey Bay,2/18/2019,0700,049,0.00,Y,0.00, ,2, ,0.6, ,1.3,Y,93,Y,0.4,Y,0.7, ,72, ,9.1,R
214,Salinas South II,Monterey Bay,2/18/2019,0800,049,0.01,Y,0.00, ,92, ,0.7, ,2.5,Y,93,Y,1.4,Y,0.5, ,89, ,9.0,R
214,Salinas South II,Monterey Bay,2/18/2019,0900,049,0.10, ,0.00, ,276, ,0.8, ,5.8, ,86, ,3.5, ,0.6, ,181, ,8.9,R
214,Salinas South II,Monterey Bay,2/18/2019,1000,049,0.21, ,0.00, ,445, ,0.7, ,8.4, ,64, ,2.0, ,1.4, ,318, ,8.9,R
214,Salinas South II,Monterey Bay,2/18/2019,1100,049,0.31, ,0.00, ,594, ,0.6, ,10.0, ,47, ,-0.9, ,2.2, ,321, ,8.8,R
214,Salinas South II,Monterey Bay,2/18/2019,1200,049,0.36, ,0.00, ,680, ,0.6, ,10.9, ,45, ,-0.6, ,2.3, ,310, ,8.8,R
214,Salinas South II,Monterey Bay,2/18/2019,1300,049,0.38, ,0.00, ,703, ,0.6, ,11.8, ,43, ,-0.5, ,2.1, ,304, ,8.8,R
214,Salinas South II,Monterey Bay,2/18/2019,1400,049,0.36, ,0.00, ,663, ,0.6, ,12.4, ,43, ,0.1, ,2.0, ,294, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,1500,049,0.32, ,0.00, ,557, ,0.6, ,12.9, ,39, ,-0.6, ,2.3, ,301, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,1600,049,0.23, ,0.00, ,412, ,0.6, ,12.9, ,38, ,-0.9, ,2.1, ,303, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,1700,049,0.13, ,0.00, ,224, ,0.6, ,12.5, ,40, ,-0.9, ,2.3, ,293, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,1800,049,0.05, ,0.00, ,52, ,0.6, ,11.3, ,42, ,-1.0, ,2.1, ,324, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,1900,049,0.00,Y,0.00, ,0, ,0.7, ,8.6,Y,59,Y,1.0,Y,0.7, ,328, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,2000,049,0.00,Y,0.00, ,0, ,0.6, ,7.7,Y,57,Y,-0.2,Y,1.0, ,328, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,2100,049,0.00,R,0.00, ,0, ,0.6, ,6.3,R,64,R,0.0,R,0.8, ,358, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,2200,049,0.00,R,0.00, ,0, ,0.6, ,5.0,R,69,R,-0.2,R,0.7, ,92, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,2300,049,0.00,R,0.00, ,0, ,0.6, ,3.6,R,72,R,-1.0,R,0.9, ,78, ,,S
214,Salinas South II,Monterey Bay,2/18/2019,2400,049,0.00,R,0.00, ,0, ,0.6, ,3.2,R,76,R,-0.6,R,0.5, ,141, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,0100,050,0.00,Y,0.00, ,0, ,0.6, ,2.9,Y,76,Y,-0.9,Y,0.5, ,116, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,0200,050,0.00,Y,0.00, ,0, ,0.6, ,2.2,Y,78,Y,-1.2,Y,0.7, ,107, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,0300,050,0.00,Y,0.00, ,0, ,0.5, ,2.2,Y,76,Y,-1.6,Y,1.2, ,142, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,0400,050,0.00,Y,0.00, ,0, ,0.5, ,1.5,Y,80,Y,-1.6,Y,1.3, ,156, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,0500,050,0.00,Y,0.00, ,0, ,0.5, ,1.0,Y,83,Y,-1.5,Y,0.8, ,152, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,0600,050,0.00,Y,0.00, ,0, ,0.5, ,0.5,Y,86,Y,-1.5,Y,1.2, ,144, ,8.5,R
214,Salinas South II,Monterey Bay,2/19/2019,0700,050,0.00,Y,0.00, ,2, ,0.5, ,0.6,Y,83,Y,-1.9,Y,0.9, ,133, ,8.4,R
214,Salinas South II,Monterey Bay,2/19/2019,0800,050,0.01,Y,0.00, ,96, ,0.6, ,0.8,Y,85,Y,-1.4,Y,1.4, ,149, ,8.4,R
214,Salinas South II,Monterey Bay,2/19/2019,0900,050,0.10,Y,0.00, ,279, ,0.6, ,3.0,Y,79,Y,-0.3,Y,1.6, ,163, ,8.3,R
214,Salinas South II,Monterey Bay,2/19/2019,1000,050,0.19,Y,0.00, ,460, ,0.7, ,5.4,Y,72,Y,0.9,Y,1.1, ,164, ,8.2,R
214,Salinas South II,Monterey Bay,2/19/2019,1100,050,0.28,Y,0.00, ,589, ,0.7, ,8.8,Y,60,Y,1.4,Y,0.8, ,266, ,8.2,R
214,Salinas South II,Monterey Bay,2/19/2019,1200,050,0.36, ,0.00, ,684, ,0.6, ,11.2, ,42, ,-1.3, ,1.9, ,305, ,8.2,R
214,Salinas South II,Monterey Bay,2/19/2019,1300,050,0.39, ,0.00, ,708, ,0.5, ,12.5, ,33, ,-3.3, ,1.9, ,306, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,1400,050,0.37, ,0.00, ,669, ,0.5, ,13.3, ,31, ,-3.2, ,1.8, ,310, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,1500,050,0.32, ,0.00, ,569, ,0.5, ,13.8, ,31, ,-2.9, ,1.9, ,298, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,1600,050,0.25, ,0.00, ,410, ,0.5, ,13.5, ,35, ,-1.7, ,2.5, ,315, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,1700,050,0.13, ,0.00, ,204, ,0.6, ,12.4, ,42, ,-0.3, ,2.5, ,318, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,1800,050,0.04, ,0.00, ,54, ,0.7, ,10.9, ,55, ,2.3, ,1.8, ,309, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,1900,050,0.00,Y,0.00, ,0, ,0.8, ,9.0,Y,70,Y,3.9,Y,1.0, ,320, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,2000,050,0.00,Y,0.00, ,0, ,0.8, ,8.6,Y,72,Y,3.9,Y,0.7, ,7, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,2100,050,0.00,Y,0.00, ,0, ,0.8, ,7.5,Y,78,Y,3.9,Y,0.7, ,75, ,,S
214,Salinas South II,Monterey Bay,2/19/2019,2200,050,0.00, ,0.00, ,0, ,0.8, ,8.0, ,78, ,4.4, ,0.5, ,336, ,,S
